scanned_at,city,hotel_id,checkin,checkout,nights,adults,nightly_price,total_price,strikeout_price,on_deal,discount_pct
2026-06-09T01:00:00,Toronto,94900038,2026-06-10,2026-06-12,2,1,186.0,489.0,681.0,1,28.2
2026-06-09T01:00:00,Toronto,21783,2026-06-10,2026-06-12,2,1,306.0,750.0,833.0,1,10.0
2026-06-09T01:00:00,Toronto,18781,2026-06-10,2026-06-12,2,1,228.0,559.0,772.0,1,27.6
2026-06-09T01:00:00,Toronto,124420462,2026-06-10,2026-06-12,2,1,331.0,811.0,902.0,1,10.1
2026-06-09T01:00:00,Toronto,661795,2026-06-10,2026-06-12,2,1,193.0,473.0,,0,0.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-10,2026-06-12,2,1,343.0,842.0,,0,0.0
2026-06-09T01:00:00,Toronto,117279789,2026-06-10,2026-06-12,2,1,309.0,757.0,1228.0,1,38.4
2026-06-09T01:00:00,Toronto,27994,2026-06-10,2026-06-12,2,1,293.0,719.0,,0,0.0
2026-06-09T01:00:00,Toronto,19145,2026-06-10,2026-06-12,2,1,239.0,587.0,,0,0.0
2026-06-09T01:00:00,Toronto,13735,2026-06-10,2026-06-12,2,1,307.0,752.0,,0,0.0
2026-06-09T01:00:00,Toronto,19371,2026-06-10,2026-06-12,2,1,386.0,948.0,,0,0.0
2026-06-09T01:00:00,Toronto,8214,2026-06-10,2026-06-12,2,1,327.0,802.0,912.0,1,12.1
2026-06-09T01:00:00,Toronto,19088,2026-06-10,2026-06-12,2,1,247.0,605.0,,0,0.0
2026-06-09T01:00:00,Toronto,3988366,2026-06-10,2026-06-12,2,1,429.0,1053.0,,0,0.0
2026-06-09T01:00:00,Toronto,25713,2026-06-10,2026-06-12,2,1,341.0,835.0,982.0,1,15.0
2026-06-09T01:00:00,Toronto,17289,2026-06-10,2026-06-12,2,1,414.0,1014.0,,0,0.0
2026-06-09T01:00:00,Toronto,23541,2026-06-10,2026-06-12,2,1,416.0,1019.0,,0,0.0
2026-06-09T01:00:00,Toronto,94900038,2026-06-11,2026-06-13,2,1,201.0,525.0,804.0,1,34.7
2026-06-09T01:00:00,Toronto,21783,2026-06-11,2026-06-13,2,1,338.0,829.0,921.0,1,10.0
2026-06-09T01:00:00,Toronto,18781,2026-06-11,2026-06-13,2,1,248.0,608.0,842.0,1,27.8
2026-06-09T01:00:00,Toronto,19822661,2026-06-11,2026-06-13,2,1,390.0,956.0,1125.0,1,15.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-11,2026-06-13,2,1,316.0,775.0,912.0,1,15.0
2026-06-09T01:00:00,Toronto,27994,2026-06-11,2026-06-13,2,1,280.0,686.0,,0,0.0
2026-06-09T01:00:00,Toronto,661795,2026-06-11,2026-06-13,2,1,167.0,409.0,,0,0.0
2026-06-09T01:00:00,Toronto,124420462,2026-06-11,2026-06-13,2,1,366.0,897.0,997.0,1,10.0
2026-06-09T01:00:00,Toronto,19145,2026-06-11,2026-06-13,2,1,239.0,587.0,,0,0.0
2026-06-09T01:00:00,Toronto,13735,2026-06-11,2026-06-13,2,1,304.0,746.0,,0,0.0
2026-06-09T01:00:00,Toronto,19371,2026-06-11,2026-06-13,2,1,406.0,995.0,1105.0,1,10.0
2026-06-09T01:00:00,Toronto,8214,2026-06-11,2026-06-13,2,1,303.0,744.0,930.0,1,20.0
2026-06-09T01:00:00,Toronto,17289,2026-06-11,2026-06-13,2,1,414.0,1014.0,1193.0,1,15.0
2026-06-09T01:00:00,Toronto,117279789,2026-06-11,2026-06-13,2,1,384.0,941.0,1525.0,1,38.3
2026-06-09T01:00:00,Toronto,1056271,2026-06-11,2026-06-13,2,1,335.0,822.0,966.0,1,14.9
2026-06-09T01:00:00,Toronto,94900038,2026-06-12,2026-06-14,2,1,201.0,526.0,734.0,1,28.3
2026-06-09T01:00:00,Toronto,21783,2026-06-12,2026-06-14,2,1,351.0,860.0,956.0,1,10.0
2026-06-09T01:00:00,Toronto,18781,2026-06-12,2026-06-14,2,1,265.0,651.0,930.0,1,30.0
2026-06-09T01:00:00,Toronto,19371,2026-06-12,2026-06-14,2,1,448.0,1098.0,1220.0,1,10.0
2026-06-09T01:00:00,Toronto,19145,2026-06-12,2026-06-14,2,1,214.0,524.0,,0,0.0
2026-06-09T01:00:00,Toronto,27994,2026-06-12,2026-06-14,2,1,271.0,663.0,,0,0.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-12,2026-06-14,2,1,331.0,813.0,956.0,1,15.0
2026-06-09T01:00:00,Toronto,661795,2026-06-12,2026-06-14,2,1,169.0,415.0,,0,0.0
2026-06-09T01:00:00,Toronto,17289,2026-06-12,2026-06-14,2,1,414.0,1014.0,1193.0,1,15.0
2026-06-09T01:00:00,Toronto,124420462,2026-06-12,2026-06-14,2,1,336.0,825.0,917.0,1,10.0
2026-06-09T01:00:00,Toronto,13735,2026-06-12,2026-06-14,2,1,372.0,911.0,,0,0.0
2026-06-09T01:00:00,Toronto,94900038,2026-06-13,2026-06-15,2,1,155.0,413.0,690.0,1,40.1
2026-06-09T01:00:00,Toronto,19822661,2026-06-13,2026-06-15,2,1,317.0,778.0,916.0,1,15.1
2026-06-09T01:00:00,Toronto,27994,2026-06-13,2026-06-15,2,1,203.0,499.0,,0,0.0
2026-06-09T01:00:00,Toronto,18781,2026-06-13,2026-06-15,2,1,240.0,588.0,815.0,1,27.9
2026-06-09T01:00:00,Toronto,21783,2026-06-13,2026-06-15,2,1,264.0,647.0,719.0,1,10.0
2026-06-09T01:00:00,Toronto,661795,2026-06-13,2026-06-15,2,1,147.0,361.0,,0,0.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-13,2026-06-15,2,1,283.0,693.0,815.0,1,15.0
2026-06-09T01:00:00,Toronto,17289,2026-06-13,2026-06-15,2,1,353.0,865.0,1018.0,1,15.0
2026-06-09T01:00:00,Toronto,19145,2026-06-13,2026-06-15,2,1,195.0,477.0,,0,0.0
2026-06-09T01:00:00,Toronto,19371,2026-06-13,2026-06-15,2,1,361.0,884.0,982.0,1,10.0
2026-06-09T01:00:00,Toronto,124420462,2026-06-13,2026-06-15,2,1,294.0,721.0,801.0,1,10.0
2026-06-09T01:00:00,Toronto,8214,2026-06-13,2026-06-15,2,1,251.0,615.0,665.0,1,7.5
2026-06-09T01:00:00,Toronto,13735,2026-06-13,2026-06-15,2,1,339.0,830.0,,0,0.0
2026-06-09T01:00:00,Toronto,19088,2026-06-13,2026-06-15,2,1,221.0,543.0,,0,0.0
2026-06-09T01:00:00,Toronto,94900038,2026-06-14,2026-06-16,2,1,155.0,414.0,628.0,1,34.1
2026-06-09T01:00:00,Toronto,18781,2026-06-14,2026-06-16,2,1,204.0,500.0,666.0,1,24.9
2026-06-09T01:00:00,Toronto,27994,2026-06-14,2026-06-16,2,1,167.0,409.0,,0,0.0
2026-06-09T01:00:00,Toronto,21783,2026-06-14,2026-06-16,2,1,238.0,584.0,649.0,1,10.0
2026-06-09T01:00:00,Toronto,19822661,2026-06-14,2026-06-16,2,1,317.0,778.0,915.0,1,15.0
2026-06-09T01:00:00,Toronto,1234327,2026-06-14,2026-06-16,2,1,225.0,552.0,728.0,1,24.2
2026-06-09T01:00:00,Toronto,17289,2026-06-14,2026-06-16,2,1,304.0,745.0,877.0,1,15.1
2026-06-09T01:00:00,Toronto,8214,2026-06-14,2026-06-16,2,1,178.0,435.0,544.0,1,20.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-14,2026-06-16,2,1,255.0,626.0,736.0,1,14.9
2026-06-09T01:00:00,Toronto,13735,2026-06-14,2026-06-16,2,1,247.0,606.0,,0,0.0
2026-06-09T01:00:00,Toronto,1056271,2026-06-14,2026-06-16,2,1,193.0,473.0,631.0,1,25.0
2026-06-09T01:00:00,Toronto,19145,2026-06-14,2026-06-16,2,1,196.0,481.0,,0,0.0
2026-06-09T01:00:00,Toronto,117279789,2026-06-14,2026-06-16,2,1,261.0,641.0,1038.0,1,38.2
2026-06-09T01:00:00,Toronto,19371,2026-06-14,2026-06-16,2,1,299.0,734.0,815.0,1,9.9
2026-06-09T01:00:00,Toronto,25713,2026-06-14,2026-06-16,2,1,220.0,540.0,635.0,1,15.0
2026-06-09T01:00:00,Toronto,124420462,2026-06-14,2026-06-16,2,1,278.0,683.0,758.0,1,9.9
2026-06-09T01:00:00,Toronto,19088,2026-06-14,2026-06-16,2,1,208.0,511.0,,0,0.0
2026-06-09T01:00:00,Toronto,19752581,2026-06-14,2026-06-16,2,1,201.0,492.0,615.0,1,20.0
2026-06-09T01:00:00,Toronto,94900038,2026-06-15,2026-06-17,2,1,148.0,395.0,567.0,1,30.3
2026-06-09T01:00:00,Toronto,18781,2026-06-15,2026-06-17,2,1,215.0,528.0,754.0,1,30.0
2026-06-09T01:00:00,Toronto,17289,2026-06-15,2026-06-17,2,1,258.0,632.0,903.0,1,30.0
2026-06-09T01:00:00,Toronto,106831048,2026-06-15,2026-06-17,2,1,298.0,731.0,859.0,1,14.9
2026-06-09T01:00:00,Toronto,21783,2026-06-15,2026-06-17,2,1,297.0,729.0,,0,0.0
2026-06-09T01:00:00,Toronto,1234327,2026-06-15,2026-06-17,2,1,281.0,689.0,921.0,1,25.2
2026-06-09T01:00:00,Toronto,13735,2026-06-15,2026-06-17,2,1,288.0,707.0,,0,0.0
2026-06-09T01:00:00,Toronto,1056271,2026-06-15,2026-06-17,2,1,200.0,491.0,663.0,1,25.9
2026-06-09T01:00:00,Toronto,19145,2026-06-15,2026-06-17,2,1,285.0,698.0,,0,0.0
2026-06-09T01:00:00,Toronto,27994,2026-06-15,2026-06-17,2,1,228.0,559.0,,0,0.0
2026-06-09T01:00:00,Toronto,117279789,2026-06-15,2026-06-17,2,1,316.0,774.0,1255.0,1,38.3
2026-06-09T01:00:00,Toronto,19371,2026-06-15,2026-06-17,2,1,325.0,798.0,,0,0.0
2026-06-09T01:00:00,Toronto,8214,2026-06-15,2026-06-17,2,1,280.0,687.0,752.0,1,8.6
2026-06-09T01:00:00,Toronto,25713,2026-06-15,2026-06-17,2,1,280.0,686.0,807.0,1,15.0
2026-06-09T01:00:00,Toronto,2232458,2026-06-15,2026-06-17,2,1,255.0,626.0,,0,0.0
2026-06-09T01:00:00,Toronto,124420462,2026-06-15,2026-06-17,2,1,299.0,733.0,895.0,1,18.1
2026-06-09T01:00:00,Toronto,83844945,2026-06-15,2026-06-17,2,1,308.0,755.0,,0,0.0
2026-06-09T01:00:00,Toronto,19088,2026-06-15,2026-06-17,2,1,207.0,507.0,,0,0.0
2026-06-09T02:00:00,Toronto,94900038,2026-06-23,2026-06-25,2,1,164.0,434.0,602.0,1,27.9
2026-06-09T02:00:00,Toronto,25713,2026-06-23,2026-06-25,2,1,286.0,701.0,824.0,1,14.9
2026-06-09T02:00:00,Toronto,18781,2026-06-23,2026-06-25,2,1,198.0,485.0,646.0,1,24.9
2026-06-09T02:00:00,Toronto,1234327,2026-06-23,2026-06-25,2,1,259.0,634.0,974.0,1,34.9
2026-06-09T02:00:00,Toronto,2920159,2026-06-23,2026-06-25,2,1,547.0,1389.0,1805.0,1,23.0
2026-06-09T02:00:00,Toronto,1688828,2026-06-23,2026-06-25,2,1,777.0,1976.0,2101.0,1,5.9
2026-06-09T02:00:00,Toronto,17289,2026-06-23,2026-06-25,2,1,404.0,992.0,1167.0,1,15.0
2026-06-09T02:00:00,Toronto,117279789,2026-06-23,2026-06-25,2,1,313.0,766.0,1417.0,1,45.9
2026-06-09T02:00:00,Toronto,106831048,2026-06-23,2026-06-25,2,1,286.0,701.0,824.0,1,14.9
2026-06-09T02:00:00,Toronto,1056271,2026-06-23,2026-06-25,2,1,268.0,657.0,818.0,1,19.7
2026-06-09T02:00:00,Toronto,21783,2026-06-23,2026-06-25,2,1,328.0,805.0,894.0,1,10.0
2026-06-09T02:00:00,Toronto,19752581,2026-06-23,2026-06-25,2,1,249.0,612.0,720.0,1,15.0
2026-06-09T02:00:00,Toronto,3988366,2026-06-23,2026-06-25,2,1,352.0,863.0,1079.0,1,20.0
2026-06-09T02:00:00,Toronto,124420462,2026-06-23,2026-06-25,2,1,306.0,751.0,917.0,1,18.1
2026-06-09T02:00:00,Toronto,914322,2026-06-23,2026-06-25,2,1,264.0,668.0,848.0,1,21.2
2026-06-09T02:00:00,Toronto,18382156,2026-06-23,2026-06-25,2,1,356.0,872.0,1065.0,1,18.1
2026-06-09T02:00:00,Toronto,94900038,2026-06-30,2026-07-02,2,1,176.0,465.0,637.0,1,27.0
2026-06-09T02:00:00,Toronto,25713,2026-06-30,2026-07-02,2,1,237.0,581.0,684.0,1,15.1
2026-06-09T02:00:00,Toronto,1234327,2026-06-30,2026-07-02,2,1,202.0,496.0,763.0,1,35.0
2026-06-09T02:00:00,Toronto,18781,2026-06-30,2026-07-02,2,1,185.0,454.0,606.0,1,25.1
2026-06-09T02:00:00,Toronto,1688828,2026-06-30,2026-07-02,2,1,478.0,1233.0,1309.0,1,5.8
2026-06-09T02:00:00,Toronto,2920159,2026-06-30,2026-07-02,2,1,500.0,1274.0,1524.0,1,16.4
2026-06-09T02:00:00,Toronto,1056271,2026-06-30,2026-07-02,2,1,174.0,426.0,568.0,1,25.0
2026-06-09T02:00:00,Toronto,17289,2026-06-30,2026-07-02,2,1,295.0,723.0,851.0,1,15.0
2026-06-09T02:00:00,Toronto,117279789,2026-06-30,2026-07-02,2,1,268.0,657.0,1214.0,1,45.9
2026-06-09T02:00:00,Toronto,106831048,2026-06-30,2026-07-02,2,1,240.0,589.0,692.0,1,14.9
2026-06-09T02:00:00,Toronto,8214,2026-06-30,2026-07-02,2,1,217.0,533.0,667.0,1,20.1
2026-06-09T02:00:00,Toronto,124420462,2026-06-30,2026-07-02,2,1,278.0,682.0,758.0,1,10.0
2026-06-09T02:00:00,Toronto,19752581,2026-06-30,2026-07-02,2,1,216.0,529.0,622.0,1,15.0
2026-06-09T02:00:00,Toronto,3988366,2026-06-30,2026-07-02,2,1,328.0,805.0,1006.0,1,20.0
2026-06-09T02:00:00,Toronto,1754017,2026-06-30,2026-07-02,2,1,152.0,377.0,416.0,1,9.4
2026-06-09T02:00:00,Toronto,18382156,2026-06-30,2026-07-02,2,1,283.0,694.0,771.0,1,10.0
2026-06-09T02:00:00,Toronto,914322,2026-06-30,2026-07-02,2,1,289.0,727.0,848.0,1,14.3
2026-06-09T02:00:00,Toronto,3571492,2026-06-30,2026-07-02,2,1,386.0,947.0,1053.0,1,10.1
2026-06-09T02:00:00,Toronto,94900038,2026-07-07,2026-07-09,2,1,129.0,350.0,452.0,1,22.6
2026-06-09T02:00:00,Toronto,25713,2026-07-07,2026-07-09,2,1,499.0,1223.0,1439.0,1,15.0
2026-06-09T02:00:00,Toronto,18781,2026-07-07,2026-07-09,2,1,193.0,473.0,631.0,1,25.0
2026-06-09T02:00:00,Toronto,117279789,2026-07-07,2026-07-09,2,1,184.0,451.0,917.0,1,50.8
2026-06-09T02:00:00,Toronto,1688828,2026-07-07,2026-07-09,2,1,611.0,1563.0,1730.0,1,9.7
2026-06-09T02:00:00,Toronto,2920159,2026-07-07,2026-07-09,2,1,417.0,1069.0,1638.0,1,34.7
2026-06-09T02:00:00,Toronto,1234327,2026-07-07,2026-07-09,2,1,250.0,613.0,833.0,1,26.4
2026-06-09T02:00:00,Toronto,1056271,2026-07-07,2026-07-09,2,1,178.0,436.0,599.0,1,27.2
2026-06-09T02:00:00,Toronto,17289,2026-07-07,2026-07-09,2,1,304.0,745.0,877.0,1,15.1
2026-06-09T02:00:00,Toronto,8214,2026-07-07,2026-07-09,2,1,193.0,473.0,592.0,1,20.1
2026-06-09T02:00:00,Toronto,106831048,2026-07-07,2026-07-09,2,1,243.0,596.0,701.0,1,15.0
2026-06-09T02:00:00,Toronto,124420462,2026-07-07,2026-07-09,2,1,229.0,561.0,623.0,1,10.0
2026-06-09T02:00:00,Toronto,19822661,2026-07-07,2026-07-09,2,1,305.0,747.0,879.0,1,15.0
2026-06-09T02:00:00,Toronto,21783,2026-07-07,2026-07-09,2,1,249.0,611.0,719.0,1,15.0
2026-06-09T02:00:00,Toronto,3988366,2026-07-07,2026-07-09,2,1,335.0,821.0,1026.0,1,20.0
2026-06-09T02:00:00,Toronto,914322,2026-07-07,2026-07-09,2,1,282.0,712.0,789.0,1,9.8
2026-06-09T02:00:00,Toronto,18382156,2026-07-07,2026-07-09,2,1,216.0,529.0,653.0,1,19.0
2026-06-09T02:00:00,Toronto,3571492,2026-07-07,2026-07-09,2,1,361.0,884.0,982.0,1,10.0
2026-06-09T02:00:00,Toronto,94900038,2026-07-14,2026-07-16,2,1,119.0,325.0,452.0,1,28.1
2026-06-09T02:00:00,Toronto,25713,2026-07-14,2026-07-16,2,1,511.0,1253.0,1474.0,1,15.0
2026-06-09T02:00:00,Toronto,117279789,2026-07-14,2026-07-16,2,1,271.0,664.0,1227.0,1,45.9
2026-06-09T02:00:00,Toronto,18781,2026-07-14,2026-07-16,2,1,251.0,616.0,821.0,1,25.0
2026-06-09T02:00:00,Toronto,1688828,2026-07-14,2026-07-16,2,1,565.0,1450.0,1605.0,1,9.7
2026-06-09T02:00:00,Toronto,2920159,2026-07-14,2026-07-16,2,1,525.0,1335.0,2052.0,1,34.9
2026-06-09T02:00:00,Toronto,17289,2026-07-14,2026-07-16,2,1,386.0,947.0,1053.0,1,10.1
2026-06-09T02:00:00,Toronto,106831048,2026-07-14,2026-07-16,2,1,316.0,775.0,912.0,1,15.0
2026-06-09T02:00:00,Toronto,124420462,2026-07-14,2026-07-16,2,1,286.0,700.0,778.0,1,10.0
2026-06-09T02:00:00,Toronto,21783,2026-07-14,2026-07-16,2,1,304.0,745.0,877.0,1,15.1
2026-06-09T02:00:00,Toronto,1056271,2026-07-14,2026-07-16,2,1,317.0,777.0,914.0,1,15.0
2026-06-09T02:00:00,Toronto,8214,2026-07-14,2026-07-16,2,1,317.0,778.0,972.0,1,20.0
2026-06-09T02:00:00,Toronto,914322,2026-07-14,2026-07-16,2,1,247.0,626.0,789.0,1,20.7
2026-06-09T02:00:00,Toronto,19822661,2026-07-14,2026-07-16,2,1,515.0,1262.0,1485.0,1,15.0
2026-06-09T02:00:00,Toronto,19371,2026-07-14,2026-07-16,2,1,471.0,1154.0,1282.0,1,10.0
2026-06-09T02:00:00,Toronto,3571492,2026-07-14,2026-07-16,2,1,361.0,884.0,982.0,1,10.0
2026-06-09T02:00:00,Toronto,94900038,2026-07-28,2026-07-30,2,1,132.0,356.0,452.0,1,21.2
2026-06-09T02:00:00,Toronto,1688828,2026-07-28,2026-07-30,2,1,613.0,1570.0,1747.0,1,10.1
2026-06-09T02:00:00,Toronto,117279789,2026-07-28,2026-07-30,2,1,217.0,532.0,984.0,1,45.9
2026-06-09T02:00:00,Toronto,1234327,2026-07-28,2026-07-30,2,1,225.0,552.0,842.0,1,34.4
2026-06-09T02:00:00,Toronto,2920159,2026-07-28,2026-07-30,2,1,492.0,1254.0,1927.0,1,34.9
2026-06-09T02:00:00,Toronto,18781,2026-07-28,2026-07-30,2,1,213.0,523.0,697.0,1,25.0
2026-06-09T02:00:00,Toronto,17289,2026-07-28,2026-07-30,2,1,286.0,701.0,824.0,1,14.9
2026-06-09T02:00:00,Toronto,1056271,2026-07-28,2026-07-30,2,1,179.0,438.0,584.0,1,25.0
2026-06-09T02:00:00,Toronto,21783,2026-07-28,2026-07-30,2,1,237.0,581.0,684.0,1,15.1
2026-06-09T02:00:00,Toronto,106831048,2026-07-28,2026-07-30,2,1,295.0,723.0,851.0,1,15.0
2026-06-09T02:00:00,Toronto,124420462,2026-07-28,2026-07-30,2,1,282.0,692.0,769.0,1,10.0
2026-06-09T02:00:00,Toronto,8214,2026-07-28,2026-07-30,2,1,255.0,626.0,782.0,1,19.9
2026-06-09T02:00:00,Toronto,19822661,2026-07-28,2026-07-30,2,1,338.0,830.0,976.0,1,15.0
2026-06-09T02:00:00,Toronto,914322,2026-07-28,2026-07-30,2,1,261.0,660.0,789.0,1,16.3
2026-06-09T02:00:00,Toronto,3571492,2026-07-28,2026-07-30,2,1,322.0,789.0,877.0,1,10.0
2026-06-09T02:00:00,Toronto,18382156,2026-07-28,2026-07-30,2,1,269.0,660.0,806.0,1,18.1
2026-06-09T02:00:00,Toronto,52918,2026-07-28,2026-07-30,2,1,425.0,1043.0,1119.0,1,6.8
2026-06-09T02:00:00,Toronto,94900038,2026-08-11,2026-08-13,2,1,260.0,654.0,882.0,1,25.9
2026-06-09T02:00:00,Toronto,25713,2026-08-11,2026-08-13,2,1,503.0,1206.0,1419.0,1,15.0
2026-06-09T02:00:00,Toronto,18781,2026-08-11,2026-08-13,2,1,320.0,765.0,1021.0,1,25.1
2026-06-09T02:00:00,Toronto,1688828,2026-08-11,2026-08-13,2,1,720.0,1793.0,1989.0,1,9.9
2026-06-09T02:00:00,Toronto,2920159,2026-08-11,2026-08-13,2,1,535.0,1329.0,2043.0,1,34.9
2026-06-09T02:00:00,Toronto,17289,2026-08-11,2026-08-13,2,1,426.0,1020.0,1200.0,1,15.0
2026-06-09T02:00:00,Toronto,1056271,2026-08-11,2026-08-13,2,1,301.0,722.0,848.0,1,14.9
2026-06-09T02:00:00,Toronto,21783,2026-08-11,2026-08-13,2,1,322.0,772.0,908.0,1,15.0
2026-06-09T02:00:00,Toronto,3988366,2026-08-11,2026-08-13,2,1,402.0,964.0,1205.0,1,20.0
2026-06-09T02:00:00,Toronto,19822661,2026-08-11,2026-08-13,2,1,463.0,1109.0,1305.0,1,15.0
2026-06-09T02:00:00,Toronto,914322,2026-08-11,2026-08-13,2,1,247.0,612.0,771.0,1,20.6
2026-06-09T02:00:00,Toronto,106831048,2026-08-11,2026-08-13,2,1,406.0,973.0,1144.0,1,14.9
2026-06-09T02:00:00,Toronto,8214,2026-08-11,2026-08-13,2,1,356.0,853.0,1010.0,1,15.5
2026-06-09T02:00:00,Toronto,124420462,2026-08-11,2026-08-13,2,1,554.0,1327.0,1474.0,1,10.0
2026-06-09T02:00:00,Toronto,52918,2026-08-11,2026-08-13,2,1,425.0,1019.0,1093.0,1,6.8
2026-06-09T02:00:00,Toronto,18382156,2026-08-11,2026-08-13,2,1,433.0,1037.0,1266.0,1,18.1
2026-06-09T02:00:00,Toronto,17503,2026-08-11,2026-08-13,2,1,885.0,2121.0,2719.0,1,22.0
2026-06-10T03:00:00,Toronto,94900038,2026-07-21,2026-07-23,2,1,119.0,325.0,452.0,1,28.1
2026-06-10T03:00:00,Toronto,1688828,2026-07-21,2026-07-23,2,1,745.0,1895.0,2098.0,1,9.7
2026-06-10T03:00:00,Toronto,18781,2026-07-21,2026-07-23,2,1,241.0,592.0,789.0,1,25.0
2026-06-10T03:00:00,Toronto,124420462,2026-07-21,2026-07-23,2,1,522.0,1279.0,1421.0,1,10.0
2026-06-10T03:00:00,Toronto,117279789,2026-07-21,2026-07-23,2,1,411.0,1008.0,1863.0,1,45.9
2026-06-10T03:00:00,Toronto,1754017,2026-07-21,2026-07-23,2,1,145.0,358.0,490.0,1,26.9
2026-06-10T03:00:00,Toronto,914322,2026-07-21,2026-07-23,2,1,247.0,625.0,789.0,1,20.8
